Source_ID,Site_Lat,Site_Lon,Magnitude,Hypocenter_Lat,Hypocenter_Lon,Hypocenter_Depth,Distance,Azimuth,RotD50_2s
383,64.258409594681,-21.5341221991561,5.7,63.86136518269442,-22.53558705579808,1.83,65.76589409511973,47.3630353478623,-1.388006012790259
383,64.258409594681,-21.5341221991561,5.7,63.86136518269442,-22.53558705579808,2.63,65.79301502538476,47.3630353478623,-1.533052240097645
1258,64.258409594681,-21.5341221991561,5.2,64.0300000064711,-20.620999999912243,10.04,52.02419216986082,-59.75203881329906,-2.118993706778536
1001,64.258409594681,-21.5341221991561,5.2,64.01450000646807,-21.28800000006664,5.29,30.10133275036148,-23.64771069945809,-1.657436304380715
1001,64.258409594681,-21.5341221991561,5.2,64.01450000646807,-21.28800000006664,6.79,30.400826195154384,-23.64771069945809,-1.8983000823172425
1251,64.258409594681,-21.5341221991561,5.2,64.08291987915075,-20.699888951074065,8.58,45.692493124704136,-63.8527700278874,-1.961802770369153
602,64.258409594681,-21.5341221991561,5.8,63.89894122515758,-22.25484067574472,2.7,53.21822522689787,40.90889899459803,-1.4733115055932715
602,64.258409594681,-21.5341221991561,5.8,63.89894122515758,-22.25484067574472,4.1,53.30759323305479,40.90889899459803,-1.5581602816454616
1433,64.258409594681,-21.5341221991561,6.7,63.99899599001614,-20.80875502172033,2.65,45.58207552699674,-50.33617242842633,-0.4306377543835258
190,64.258409594681,-21.5341221991561,5.3,63.85376483363722,-22.605613614630386,3.01,68.92268118546808,48.71806415968392,-2.1028742460017944
1111,64.258409594681,-21.5341221991561,5.8,63.90315179406547,-21.136912492520786,6.07,44.3849917338697,-25.867208298511315,-1.218562775424219
1284,64.258409594681,-21.5341221991561,5.4,64.00760000646706,-20.559999999898267,1.8,54.90150365791929,-59.01536404169998,-1.6506821427385403
1284,64.258409594681,-21.5341221991561,5.4,64.00760000646706,-20.559999999898267,2.65,54.93594091212533,-59.01536404169998,-1.7200739777805198
310,64.258409594681,-21.5341221991561,5.5,63.839600007232725,-22.538000000414723,0.7,67.49180125137048,45.91726720967693,-1.4017094628389035
310,64.258409594681,-21.5341221991561,5.5,63.839600007232725,-22.538000000414723,2.3,67.52735176322624,45.91726720967693,-1.706545726720876
785,64.258409594681,-21.5341221991561,5.4,63.936714161307,-21.69530004829582,7.66,37.41034689572719,12.273077767921274,-2.120136160884324
707,64.258409594681,-21.5341221991561,5.1,63.99850000647024,-21.67400000015592,8.11,30.774745711012464,13.152783548060562,-2.2941666614301863
171,64.258409594681,-21.5341221991561,5.3,63.84600000690289,-22.40700000035551,2.93,62.56989935501917,42.41068712733336,-1.9582042771872767
171,64.258409594681,-21.5341221991561,5.3,63.83523418789689,-22.406462457564583,3.73,63.48241153578376,41.663596665066365,-2.195005335724292
69,64.258409594681,-21.5341221991561,5.1,63.8435000075796,-22.633000000469675,4.09,70.73691808468531,48.71630938650626,-2.590777100021148
1738,64.258409594681,-21.5341221991561,6.9,63.93420608700636,-20.33684945843583,11.4,69.36757636896614,-57.66997076040556,-0.3947793270646758
1282,64.258409594681,-21.5341221991561,5.4,63.893266358393625,-20.816924064528926,8.28,54.15327305337787,-40.33024922566621,-1.9718771373444093
1113,64.258409594681,-21.5341221991561,5.8,63.87125456140875,-21.33077831796358,4.1,44.360741510330186,-12.845573012359688,-0.8802399886119633
858,64.258409594681,-21.5341221991561,5.9,63.90073952074636,-21.57842444923295,7.32,40.496456344738746,3.0792332513130227,-1.1145335320718557
1423,64.258409594681,-21.5341221991561,6.6,64.04589168449706,-20.808509099870346,8.15,43.15367717622157,-55.78179583930864,-0.490821349533959
1731,64.258409594681,-21.5341221991561,6.8,64.00199308658877,-20.24803665878621,3.64,68.69818139911978,-64.86449730241225,-0.4158093245623923
1408,64.258409594681,-21.5341221991561,6.4,63.994496196834525,-21.05306796484681,2.35,37.57088314595661,-38.28360652890964,-0.4652926396753264
1732,64.258409594681,-21.5341221991561,6.8,63.97737990713724,-19.91422511015571,3.2,84.66775162432327,-67.59826936265809,-0.6327429910337017
1735,64.258409594681,-21.5341221991561,6.8,63.89481332303399,-20.248923568578043,7.3,74.77085468470243,-56.514508686391466,-0.3390534923804139
1263,64.258409594681,-21.5341221991561,5.2,63.90400000644699,-20.68099999992682,4.95,57.41717388006147,-46.0729663461487,-2.521068163713239
1263,64.258409594681,-21.5341221991561,5.2,63.914320102266046,-20.680882795747696,6.45,56.78504878306898,-46.916246032791406,-2.387528155693452
116,64.258409594681,-21.5341221991561,5.2,63.86350000718205,-22.520000000406245,2.62,65.07155791493267,47.0752756913802,-2.3431813028537567
1071,64.258409594681,-21.5341221991561,5.5,63.93650977630194,-21.218108059535663,3.71,39.122557748410046,-23.07020987913848,-1.107241672043024
404,64.258409594681,-21.5341221991561,5.0,63.88710000650527,-22.00600000023377,2.91,47.32278717248219,28.846793958187646,-2.232753874445581
1137,64.258409594681,-21.5341221991561,6.0,63.924100006450885,-21.12500000002871,3.67,42.31360604557764,-27.95032669549736,-0.7728208054008591
1643,64.258409594681,-21.5341221991561,5.8,63.89460000645004,-20.332999999846887,10.23,71.76399699416953,-54.744902268639095,-1.4396075919930564
1624,64.258409594681,-21.5341221991561,5.7,64.1056000065488,-19.98699999976069,8.65,77.30844399383798,-76.5263982843757,-1.5741589100384068
1326,64.258409594681,-21.5341221991561,5.6,63.89874139675316,-21.078959640039194,2.0,45.74861829828455,-28.746822160522644,-1.1723984883140122
1326,64.258409594681,-21.5341221991561,5.6,63.927458587435005,-21.07904040623796,2.0,42.97718055043445,-30.79240063811208,-1.231974180683307
1569,64.258409594681,-21.5341221991561,5.4,63.935100006457255,-20.34599999984946,0.8,67.99832825343262,-57.54751491509791,-1.577054620059582
740,64.258409594681,-21.5341221991561,5.2,63.92760000647669,-21.869000000200888,5.29,40.56790742585286,23.70853350665636,-1.9980353305058496
928,64.258409594681,-21.5341221991561,5.0,63.95902519745935,-21.37611434745366,6.94,34.86052001802872,-12.906793347640454,-2.2581445734366103
712,64.258409594681,-21.5341221991561,5.1,63.87250000644338,-21.599000000137192,1.34,43.0479793743624,4.175938048084634,-1.345564247877436
629,64.258409594681,-21.5341221991561,6.0,63.88337458754931,-22.139017872762373,4.4,51.21873544906514,34.921965780765014,-1.1318993690404264
1060,64.258409594681,-21.5341221991561,5.5,63.99051212875565,-21.34716129068671,4.38,31.44643061547341,-16.854964668550053,-1.2837641530883712
1060,64.258409594681,-21.5341221991561,5.5,63.99051212875565,-21.34716129068671,5.33,31.5927602221424,-16.854964668550053,-1.435405958128017
1470,64.258409594681,-21.5341221991561,5.1,63.86150000649103,-20.020999999773405,9.43,86.33046893442425,-58.371502062905655,-2.432792418995818
781,64.258409594681,-21.5341221991561,5.4,63.93510000646943,-21.8110000001872,4.96,38.703014644228354,20.38707508101604,-1.683922890156085
781,64.258409594681,-21.5341221991561,5.4,63.947213821062434,-21.81135028766052,4.96,37.46018023147091,21.135592091192684,-1.7179395642530546
1522,64.258409594681,-21.5341221991561,5.2,63.89862991719311,-20.012346993518303,3.74,84.17542477647312,-60.910902814227256,-2.1920742229180186
29,64.258409594681,-21.5341221991561,5.1,63.81797779922629,-22.59951645838245,2.9,71.38770787799814,46.162191949586045,-2.385890998717989
278,64.258409594681,-21.5341221991561,5.5,63.85900000689721,-22.403000000354226,1.5,61.32577726549216,43.19019670146864,-1.5456431025284123
